Event	ID	Name			Wwise Object Path	Notes
	179212224	vo_ulana_generic			\Default Work Unit\npcs\ulana\vo_ulana_generic	
	384143791	bullet_hit			\Default Work Unit\player\bullet_hit	
	475445591	vo_starlord_powerup			\Default Work Unit\player\startlord vo\vo_starlord_powerup	
	521527292	player_hit_shield			\Default Work Unit\player\player_hit_shield	
	722391850	vo_starlord_complete_run			\Default Work Unit\player\startlord vo\vo_starlord_complete_run	
	871813740	player_hit			\Default Work Unit\player\player_hit	
	1003499174	vo_starlord_spawn			\Default Work Unit\player\startlord vo\vo_starlord_spawn	
	1133938312	vo_rocket_death			\Default Work Unit\player\rocket vo\vo_rocket_death	
	1425247012	vo_rocket_heal			\Default Work Unit\player\rocket vo\vo_rocket_heal	
	1466408226	vo_uatu_reward			\Default Work Unit\npcs\uatu\vo_uatu_reward	
	1500948605	vo_uatu_interaction			\Default Work Unit\npcs\uatu\vo_uatu_interaction	
	1640074935	vo_aron_generic			\Default Work Unit\npcs\aaron\vo_aron_generic	
	1711574905	vo_starlord_death			\Default Work Unit\player\startlord vo\vo_starlord_death	
	2078288224	rocket_shot			\Default Work Unit\player\rocket_shot	
	2147561130	player_walk			\Default Work Unit\player\player_walk	
	2226114503	player_dead			\Default Work Unit\player\player_dead	
	2394582229	player_dash			\Default Work Unit\player\player_dash	
	2840152885	vo_aron_reward			\Default Work Unit\npcs\aaron\vo_aron_reward	
	2952727183	vo_ulana_interaction			\Default Work Unit\npcs\ulana\vo_ulana_interaction	
	3095733913	vo_rocket_complete_run			\Default Work Unit\player\rocket vo\vo_rocket_complete_run	
	3252838082	vo_uatu_generic			\Default Work Unit\npcs\uatu\vo_uatu_generic	
	3710617558	vo_startlord_hit			\Default Work Unit\player\startlord vo\vo_startlord_hit	
	3828780779	vo_rocket_spawn			\Default Work Unit\player\rocket vo\vo_rocket_spawn	
	3847142362	vo_rocket_powerup			\Default Work Unit\player\rocket vo\vo_rocket_powerup	
	3856070368	vo_aron_interaction			\Default Work Unit\npcs\aaron\vo_aron_interaction	
	3903555336	vo_ulana_reward			\Default Work Unit\npcs\ulana\vo_ulana_reward	
	4004702906	player_shoot			\Default Work Unit\player\player_shoot	
	4051325399	vo_starlord_heal			\Default Work Unit\player\startlord vo\vo_starlord_heal	
	4099180457	vo_rocket_hit			\Default Work Unit\player\rocket vo\vo_rocket_hit	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5404081	vo_rocket_powerup01	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Rocket - Voice Lines\vo_rocket_powerup01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\Rocket - Voice Lines\vo_rocket_powerup\vo_rocket_powerup01		196614
	7424031	vo_rocket_room_completed02	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Rocket - Voice Lines\vo_rocket_room_completed02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\Rocket - Voice Lines\vo_rocket_complete_run\vo_rocket_room_completed02		199256
	11819362	Weapon 13 Shoot 2	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Weapon 13 Shoot 2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\player_shoot\Weapon 13 Shoot 2		255660
	35764461	vo_rocket_deathalt	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Rocket - Voice Lines\vo_rocket_deathalt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\Rocket - Voice Lines\vo_rocket_death\vo_rocket_deathalt		353392
	40442635	vo_aron_interaction	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Aron the Watcher Voice Lines\vo_aron_interaction_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\npcs\Aron the Watcher Voice Lines\vo_aron_interaction		383258
	41348199	vo_rocket_death	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Rocket - Voice Lines\vo_rocket_death_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\Rocket - Voice Lines\vo_rocket_death\vo_rocket_death		335630
	49179977	player_dash	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Weapon 09 Shoot 1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\player_dash		396996
	74659350	vo_uatu_reward	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Uatu the Watcher Voice Lines\vo_uatu_reward_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\npcs\Uatu the Watcher Voice Lines\vo_uatu_reward		227890
	119658343	vo_starlord_powerup02alt	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Star-Lord Voice Lines\vo_starlord_powerup02alt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\Star-Lord Voice Lines\vo_starlord_powerup\vo_starlord_powerup02alt		263596
	205629044	vo_rocket_spawn	C:\Users\allen\Documents\GitHub\GOTG\Editor\assets\Audio\Project3\.cache\Windows\SFX\Rocket - Voice Lines\vo_rocket_spawn_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\project III sounds\player\Rocket - Voice Lines\vo_rocket_spawn		215706
